"Pathway1 KEGG","Pathway2 KEGG","Connecting reactions","Connection metabolites"
"map01110","map00403","R10349|R10350|R10351|R10352|R10353|R10356|R10357|R10358|R10359|R10360|R10361|R10362|R10365|R10366|R10367|R10368|R10369|R10370|R10371|R10373|R10376|R10379|R10380|R10381|R10382|R10383|R10384|R10405|R10406|R10410|R10571|R10692|R10694","C00353|C03506|C20525|C00118|C00013|C00007|C00005|C00080|C20526|C00006|C00001|C20527|C20529|C20530|C20587|C20534|C00058|C20535|C20531|C13782|C00235|C20561|C20553|C20554|C20555|C20542|C20543|C20532|C20548|C20550|C20551|C20536|C20545|C20546|C20552|C20595|C20594|C20586|C20528|C20593"
"map01110","map00332","R00239|R03313|R03314|R10415|R10485|R10507|R10556|R10735|R10736|R10737|R10738|R10739|R10740|R10741|R10742|R10743|R10744|R10745|R10746|R10747|R10748|R10749|R10750|R10751|R10752|R10753|R10754|R10755|R10756","C00002|C00025|C00008|C03287|C01165|C00009|C00006|C00005|C00080|C03912|C00001|C17367|C00026|C00007|C06669|C00042|C00011|C00083|C00010|C17366|C00148|C00016|C01352|C00020|C00013|C20813|C17374|C00097|C20817|C20818|C20819|C20820|C06664|C17399|C11755|C20815|C17368|C00024|C17377|C20816|C01134|C00054|C00831|C20821|C17373|C00053|C20814|C00864|C20822|C20823|C17369"
"map01110","map00901","R00685|R03738|R03820|R03860|R05824|R05825|R05826|R05827|R05828|R05829|R05844|R05845|R05846|R05847|R05848|R05849|R05852|R05853|R05854|R05858|R05859|R05860|R05866|R05868|R05869|R05870|R05872|R05873|R05874|R05876|R05877|R05878|R05879|R05880|R05881|R05882|R05886","C00078|C00398|C00011|C03470|C00001|C01852|C03309|C00031|C02151|C00006|C03677|C00005|C11679|C11632|C11633|C00132|C11634|C11635|C00080|C00007|C09239|C11678|C11680|C09024|C11682|C09241|C11691|C09244|C09107|C01626|C11641|C07201|C07204|C11676|C11677|C11783|C00024|C11784|C00010|C11642|C11681|C11683|C11807|C01761|C11808|C11809|C11810|C00033|C00019|C06542|C00021|C00029|C00015|C02074|C11812"
"map01120","map00750","R01649|R01707|R01708|R01709|R01710|R01711|R01712|R01713|R02992|R02993|R03385|R03386|R03461|R04524|R05839","C01215|C00001|C00033|C00232|C00014|C00011|C00250|C00003|C00971|C00004|C00080|C00314|C00006|C00005|C00007|C00847|C00027|C00534|C00022|C00041|C00036|C00049|C06050|C01270|C04604|C00026|C00217"
"map01120","map00622","R00228|R00750|R02601|R04089|R05138|R05232|R05235|R05240|R05247|R05248|R05266|R05282|R05288|R05289|R05290|R05291|R05292|R05293|R05295|R05298|R05309|R05314|R05347|R05348|R05353|R05364|R05374|R05377|R05389|R05428|R05442|R05443|R05663|R05664|R05665|R05864|R05865|R09097","C00084|C00010|C00003|C00024|C00004|C00080|C00022|C03589|C00596|C00001|C02923|C00007|C06210|C00033|C06576|C06577|C06578|C06579|C06580|C06581|C06575|C06757|C06758|C06756|C00006|C01454|C00005|C06729|C06730|C00011|C06760|C00479|C06762|C06720|C06731|C07216|C07209|C07213|C07214|C07478|C06582|C02632|C07479|C11354|C07215|C07212|C07208|C07211|C00058|C00100"
"map01120","map00630","R00021|R00238|R00253|R00342|R00351|R00465|R00472|R00473|R00475|R00476|R00479|R00519|R00588|R00717|R00833|R00934|R00945|R01256|R01325|R01333|R01388|R01781|R01859|R01900|R01977|R02765|R03027|R05076|R09291|R09292|R09293|R09979","C00025|C00139|C00064|C00026|C00138|C00080|C00024|C00010|C00332|C00002|C00014|C00008|C00009|C00149|C00003|C00036|C00004|C00158|C00001|C00160|C00006|C00048|C00005|C04348|C00007|C00027|C00028|C00030|C00311|C00042|C00058|C00011|C00065|C00168|C00037|C01213|C00091|C00100|C06027|C00143|C00101|C00417|C00266|C00258|C01380|C00288|C00683|C03561|C00877|C06028|C18026|C20238|C18324"
"map01120","map00627","R00815|R00821|R00823|R00825|R00980|R00982|R01238|R01293|R01294|R01295|R01300|R01419|R01420|R01421|R01422|R01632|R01764|R02561|R02562|R02672|R02673|R02877|R03023|R03024|R03026|R03247|R03791|R03794|R03998|R03999|R04160|R04277|R04278|R04279|R04280|R04297|R04489|R05244|R05258|R05259|R05265|R05274|R05277|R05278|R05279|R05280|R05308|R05316|R05346|R05383|R05394|R05399|R05400|R05401|R05405|R05420|R05421|R05485|R05546|R05548|R05585|R05590|R05591|R05596|R05603|R05625|R05699|R05783|R06851|R06852|R06853|R06854|R06988|R07664|R07668|R07697|R07700|R07706|R07727|R07730|R07734|R07828|R07829|R07831|R07832|R07833|R07835|R07836|R07837|R07838|R09270|R09271|R09272|R09273|R09274|R09275|R09276|R09277|R09278|R09284|R09285|R09287|R09288|R09565|R10136","C00146|C00007|C00005|C00080|C00090|C00006|C00001|C00196|C00011|C00108|C00004|C00014|C00003|C00002|C00010|C00020|C00013|C02247|C00156|C00633|C00180|C02949|C00261|C06206|C00009|C00512|C00230|C04484|C02137|C00568|C02372|C03590|C03198|C00027|C06317|C00755|C00870|C02235|C03360|C01144|C00877|C01424|C01108|C01984|C01983|C00272|C00268|C05165|C00028|C00030|C03671|C04434|C05375|C05616|C00132|C03743|C02183|C00472|C00530|C00088|C06604|C03024|C06606|C03161|C00087|C02814|C06672|C00067|C06335|C06673|C06674|C06675|C06719|C00138|C00139|C06605|C01987|C02720|C06676|C07103|C06876|C06813|C03824|C11481|C02222|C06607|C08063|C06608|C09815|C09814|C02734|C07301|C14602|C14604|C00061|C01847|C00853|C06453|C16200|C12486|C00292|C16234|C16235|C00632|C16267|C16268|C00008|C16272|C00024|C16273|C00033|C06337|C01353|C16281|C16283|C16285|C10833|C00101|C00440|C18345|C18347|C18348|C18349|C18338|C06035|C18351|C14418"
"map01120","map00300","R00271|R00451|R00480|R01773|R01775|R01934|R02291|R02734|R02735|R03444|R04198|R04199|R04365|R04371|R04475|R10010|R10011|R10012|R10013|R10147","C00024|C00001|C00026|C01251|C00010|C00680|C00047|C00011|C00002|C00049|C00008|C03082|C00263|C00003|C00441|C00004|C00080|C00006|C00005|C05662|C00322|C00009|C04421|C00042|C00666|C04002|C03972|C20258|C00091|C04462|C00025|C20277|C20278|C07305|C20279|C00014|C16138|C00022"
"map01120","map00626","R00818|R02941|R02968|R04115|R04117|R05136|R05137|R06898|R06899|R06900|R06901|R06902|R06903|R06904|R06905|R06906|R06907|R06908|R06909|R06910|R06911|R06912|R06913|R06914|R06915|R06916|R06917|R06918|R06919|R06920|R06921|R06922|R06923|R06924|R06925|R06926|R06927|R06928|R06929|R06930|R06931|R06932|R06933|R06934|R06935|R06936|R06937|R06938|R06939|R07709|R07710|R07881","C00805|C00007|C00004|C00080|C00090|C00011|C00003|C00001|C06202|C00829|C04314|C03012|C06204|C00022|C06203|C14101|C14111|C14113|C14112|C14114|C01352|C03203|C00016|C14098|C00122|C14115|C00091|C14116|C00042|C14117|C14118|C14119|C00010|C14120|C14082|C14083|C14084|C14085|C14086|C14087|C14088|C02923|C14089|C14090|C14091|C14092|C14093|C14094|C14095|C14096|C14097|C00027|C02909|C14099|C14100|C14104|C14105|C14106|C14107|C14108|C14109|C14110|C14102|C14103|C06730|C00628|C00005|C00006"
"map01120","map00621","R00228|R00750|R00818|R02601|R02602|R02606|R03462|R03966|R04223|R05239|R05241|R05245|R05261|R05262|R05263|R05264|R05359|R05360|R05361|R05365|R05411|R05413|R05414|R05415|R05434|R05439","C00084|C00010|C00003|C00024|C00004|C00080|C00022|C03589|C00805|C00007|C00090|C00011|C00001|C00596|C03453|C01273|C00180|C02526|C02501|C06589|C06585|C06586|C06587|C06584|C00005|C00006|C06588|C02370|C07731|C07734|C08062|C00108|C03569|C07733|C08060|C08061|C07729|C07732"
"map01120","map00624","R00818|R01628|R01631|R01632|R01633|R01634|R01635|R03630|R03692|R04151|R05148|R05275|R05349|R05350|R05375|R05410|R05412|R05422|R05423|R05430|R05431|R05432|R05433|R05435|R05436|R05437|R05438|R05537|R05538|R05540|R05541|R05542|R05543|R05544|R05545|R05632|R05642|R05643|R05648|R05649|R05650|R05653|R05654|R05655|R05656|R05657|R05658|R05843|R07657|R07687|R07688|R07689|R07690|R07691|R07692|R07695|R07696|R07701|R07703|R07704|R07705|R07707|R07708|R07713|R07799|R07800|R07801|R07802|R07803|R07804|R09159|R09160|R09161|R09162|R09163|R09164|R09165|R09166|R09167|R09168|R09169|R09170|R09171|R09172|R09173|R09174|R09175|R09176|R09177|R09178|R09179|R09180|R09181|R09182|R09183|R09184|R09185|R09202|R09203|R09204|R09205|R09206|R09207|R09208|R09209|R09210|R09211|R09212|R09216|R09218|R09219|R09227|R09228|R09239","C00805|C00007|C00004|C00080|C00090|C00011|C00003|C00001|C00587|C00005|C00230|C00006|C01163|C04484|C06318|C03223|C03233|C01606|C04783|C02274|C01198|C04468|C03164|C06337|C06711|C06712|C06680|C07717|C07718|C07724|C07725|C07715|C07721|C01504|C07720|C07722|C07727|C07728|C00002|C00010|C00016|C00020|C00013|C01352|C00024|C07719|C00022|C07723|C07726|C05359|C03203|C03012|C11425|C11426|C03057|C11427|C11422|C11429|C11431|C11432|C05694|C11433|C05693|C11428|C16149|C14315|C16205|C16206|C16207|C16214|C16215|C16212|C16210|C16213|C16204|C16203|C11430|C16262|C16263|C16264|C00596|C07535|C18276|C18275|C14335|C18249|C18250|C18252|C18253|C18256|C18254|C18255|C18267|C14519|C18265|C18263|C18257|C18266|C18264|C18258|C00019|C18259|C00021|C18262|C18261|C18260|C18269|C18271|C18278|C18272|C18281|C00058|C18273|C18274|C18270|C18279|C18277|C18283|C18282|C18284|C18286|C18285|C18280|C18251|C18314"
"map01120","map00363","R01305|R06876|R06877|R06878|R06879|R06880|R06881|R06882|R06883|R06884|R06885|R06886|R06887|R06888|R06889|R06890|R06891|R06892|R06893|R09102|R09103|R09104|R09105","C13635|C00007|C00156|C00058|C13620|C13621|C13645|C13622|C13623|C13624|C13625|C13626|C13628|C00004|C00080|C13629|C00003|C00001|C13631|C13632|C00633|C10700|C13633|C13634|C13637|C00005|C13638|C00006|C13636|C00530|C00033|C14298|C18215|C14220|C18216"
"map01120","map00623","R01293|R01294|R01419|R01420|R01636|R01763|R02550|R02675|R03559|R03560|R03562|R03566|R03608|R04088|R04136|R04510|R05271|R05272|R05281|R05294|R05299|R05300|R05575|R05584|R05587|R05588|R05598|R05599|R05666|R07663|R07665|R07666|R07667|R09201|R09213|R09214|R09215|R09217|R09220|R09221|R09222|R09223|R09224|R09225|R09226|R09229","C00633|C00003|C00001|C00156|C00004|C00080|C00006|C00005|C00261|C00180|C02236|C00007|C00230|C00094|C00556|C00139|C01455|C00138|C01468|C04592|C01542|C01467|C02923|C03351|C03067|C04559|C04558|C06678|C06679|C06677|C06730|C04112|C09819|C09820|C09817|C04253|C09818|C04570|C00010|C00512|C00091|C09816|C00042|C00122|C00059|C00587|C18300|C18301|C18302|C18303|C18308|C18309|C01327|C18310|C18304|C18305|C18306|C18307|C18311|C18312"
"map01120","map00791","R00005|R00131|R00778|R05558|R05559|R05560|R05561|R05563|R05564|R05565|R05567|R05568|R05569|R05572|R05573|R05574|R06966|R06967|R06968|R06969|R06970|R06971|R06972","C01010|C00001|C00011|C00014|C00086|C01566|C06551|C06552|C01327|C06553|C00797|C06554|C06748|C06555|C01353|C00007|C06556|C00207|C06559|C00084|C06560|C08735|C06557|C06558|C08734|C08737|C08733|C14147|C14148|C14149|C14150"
"map01120","map00030","R01049|R01056|R01058|R01070|R01519|R01520|R01521|R01522|R01528|R01529|R01538|R01541|R01641|R01737|R01739|R01741|R01827|R01830|R02032|R02034|R02035|R02036|R02658|R02736|R02739|R02740|R04779|R04780|R05338|R05605|R08570|R08571|R08572|R09084|R09780|R10324|R10407|R10408|R10615|R10860","C00002|C00117|C00020|C00119|C00199|C00118|C00006|C00001|C00197|C00005|C00080|C05378|C00111|C00198|C00257|C00221|C00003|C00004|C00007|C00027|C00345|C00011|C00231|C00204|C00008|C04442|C05382|C06473|C00016|C01352|C00279|C05345|C01218|C01236|C01172|C00668|C00009|C00067|C06019|C00022|C00577|C00139|C00258|C00138|C00631|C00028|C00030|C03752|C04261|C20589|C00615|C00014"
"map01120","map00010","R00014|R00200|R00229|R00235|R00341|R00431|R00658|R00703|R00710|R00711|R00726|R00746|R00754|R00947|R00959|R00960|R01015|R01058|R01061|R01063|R01070|R01196|R01512|R01518|R01600|R01602|R01786|R02187|R02189|R02569|R02739|R02740|R03270|R03321|R04779|R04780|R05198|R07159|R07618|R09084|R09085|R09086|R09127|R10860","C00022|C00068|C05125|C00011|C00002|C00008|C00074|C00033|C00010|C00024|C00009|C00020|C00013|C00036|C00044|C00035|C00631|C00001|C00186|C00003|C00004|C00080|C00084|C00006|C00005|C00081|C00104|C00469|C00103|C00267|C00668|C01231|C00118|C00111|C00197|C00236|C05378|C00138|C00139|C00221|C01172|C00404|C15973|C16255|C05345|C15972|C00125|C00126|C18233|C18234"
"map01120","map00680","R00134|R00199|R00230|R00235|R00296|R00315|R00342|R00345|R00473|R00519|R00527|R00582|R00588|R00604|R00605|R00606|R00608|R00609|R00614|R00658|R00756|R00762|R00945|R01011|R01068|R01142|R01146|R01196|R01256|R01388|R01440|R01513|R01518|R01586|R01588|R02511|R02512|R02560|R03015|R03025|R03390|R03464|R04173|R04347|R04456|R04464|R04540|R04541|R05338|R05339|R05623|R05774|R05789|R06982|R06983|R07136|R07157|R07476|R08058|R08059|R08060|R08214|R08215|R08217|R08323|R08328|R08331|R08332|R08572|R09096|R09098|R09099|R09124|R09153|R09396|R09397|R09398|R09399|R09400|R09401|R09518|R09998|R09999|R10392|R10393|R10395|R10396|R10397","C00058|C00006|C00011|C00005|C00080|C00002|C00022|C00001|C00020|C00074|C00009|C00024|C00010|C00227|C00033|C00013|C00237|C00028|C00030|C00008|C00149|C00003|C00036|C00004|C04348|C00048|C01031|C00051|C01005|C00065|C00168|C00037|C00067|C00132|C00218|C19671|C00014|C19672|C00007|C00027|C01046|C00025|C00631|C00085|C00354|C00143|C00101|C00184|C00111|C00118|C01438|C18233|C18234|C00138|C00139|C00258|C00231|C00197|C03232|C00543|C04253|C04570|C00565|C01104|C00016|C01352|C01001|C00862|C00876|C00282|C01080|C01217|C01274|C04330|C00026|C04488|C03576|C03920|C04377|C04832|C11904|C04628|C11903|C00199|C06019|C05528|C00593|C11536|C11537|C14180|C00094|C16597|C16588|C16600|C16589|C16594|C16593|C00188|C16590|C00322|C16583|C16598|C01179|C04732|C00019|C19154|C00073|C05198|C00209|C19156|C00044|C19155|C19153|C00144|C19152|C00035|C19151|C15603|C15602|C20581|C20582"
"map01120","map00351","R04522|R05252|R05256|R05257|R05344|R05363|R05376|R05384|R05385|R05395|R05396|R05398|R05472|R05473|R05474|R05475|R05476|R05477|R05478|R05479|R05480|R05481|R05492|R05497","C04623|C04596|C01327|C02370|C06648|C00001|C06644|C00007|C06645|C06650|C06651|C06647|C00011|C06646|C11353|C06641|C06640|C06636|C06637|C06638|C06642|C06649|C00003|C00004|C00080|C00006|C00005|C05359|C03077|C00698|C06639|C06643"
"map01120","map00232","R07939|R07954|R07955|R07956|R07957|R07958|R07961|R07962|R07963|R07964|R07965|R07966|R07967|R07968|R07969|R07970|R07971|R07972|R07973|R07974|R07975|R07976|R07980|R07981|R07982","C07481|C00005|C00007|C00080|C13747|C00006|C00067|C00001|C00004|C00003|C07480|C16353|C16357|C00385|C16358|C07130|C00399|C16361|C00390|C16362|C00011|C00027|C16364|C16363|C00048"
"map01120","map00361","R00812|R03543|R03891|R03893|R03982|R03997|R04258|R04259|R04500|R04576|R05236|R05243|R05246|R05249|R05267|R05269|R05287|R05355|R05369|R05370|R05386|R05387|R05388|R05390|R05392|R05393|R05397|R05399|R05402|R05403|R05406|R05407|R05408|R05409|R05418|R05419|R05429|R05441|R05445|R05446|R05447|R05448|R05449|R05483|R05484|R05493|R05504|R05505|R05510|R05511|R05533|R05534|R05535|R05536|R06831|R06832|R06833|R06834|R06835|R06838|R06839|R06840|R06848|R06849|R06850|R06851|R06855|R06856|R06857|R07669|R07670|R07793|R07794|R07827|R09130|R09131|R09132|R09133|R09134|R09135|R09136|R09137|R09138|R10042|R10043","C04091|C00003|C00090|C00004|C00080|C01407|C00007|C02814|C02222|C04431|C00001|C02575|C00005|C03434|C00698|C00006|C02625|C02933|C02375|C03585|C04522|C01327|C04706|C04729|C06603|C06599|C06600|C00530|C01751|C00127|C06601|C00051|C06755|C00160|C06329|C06597|C06598|C07075|C06596|C07102|C07103|C07090|C00011|C07095|C03918|C07093|C07094|C07099|C07097|C07089|C07100|C07101|C00048|C03664|C00026|C00042|C07092|C02124|C06328|C01328|C07096|C07098|C06594|C06602|C07088|C00682|C05359|C07091|C06988|C06989|C11352|C06990|C12832|C12831|C12833|C12834|C12835|C12838|C05618|C03572|C12836|C12837|C16181|C16182|C14450|C00014|C14419|C16266|C18236|C18238|C18240|C18241|C18242|C18243|C18244|C00146"
"map01120","map00633","R08014|R08015|R08016|R08017|R08018|R08019|R08027|R08030|R08033|R08034|R08035|R08036|R08040|R08041|R08042|R08043|R08044|R08045|R08046|R08047|R08049|R09230|R09231|R09232|R09233|R09234|R09235|R09236|R09237|R09238|R09240|R09241|R09242|R09243","C16391|C00005|C00080|C16392|C00006|C00001|C16402|C16403|C00004|C00003|C16394|C16396|C16400|C16397|C16395|C16398|C16399|C00024|C16420|C00010|C16401|C01468|C16393|C14401|C11006|C18320|C00007|C18315|C00088|C18316|C18317|C18318|C06002|C00022"
"map01120","map00310","R00238|R00448|R01975|R03026|R03168|R10090|R10091","C00024|C00010|C00332|C00047|C00007|C00005|C00080|C01028|C00006|C00001|C01144|C00003|C00004|C00877|C03955|C00158|C00002|C20333|C00020|C00013|C05554"
"map01120","map00364","R01033|R03932|R04101|R04349|R05276|R05451|R07779|R07780|R07781|R07782|R07783|R07784|R07785|R08100|R08101|R08103|R08104|R08105|R08106|R08108|R08109|R08110|R08111|R08112|R08113|R08114|R08115|R08116|R08117|R08118|R08119|R08120|R08121|R08122|R08123","C02357|C00007|C00004|C00698|C00090|C00003|C00011|C00002|C02370|C00010|C00020|C00013|C06387|C00001|C02949|C00080|C04178|C03925|C00014|C01327|C00006|C06671|C00005|C06670|C16248|C01326|C16246|C16249|C02222|C01324|C16247|C02359|C16482|C16481|C11272|C16483|C16484|C16473|C16487|C02364|C16478|C16479|C02371|C16480|C16472|C16475|C16474|C16476|C02802|C16477"
"map01120","map00642","R05313|R05352|R05366|R05416|R05424|R05425|R05426|R05427|R05440|R05452|R05453|R05506|R05745","C06727|C00003|C06728|C00004|C00080|C11348|C07113|C07123|C00001|C00596|C00163|C00007|C07111|C07083|C07189|C07114|C00010|C00002|C00013|C07118|C00020|C00288|C00008|C00009|C00512|C00024|C00028|C00030"
"map01120","map00230","R00131|R00150|R00200|R00469|R00509|R00529|R01049|R02103|R02106|R02422|R02423|R02425|R02935|R02936|R02937|R03925|R05554|R06601|R06604|R06605|R09514","C00086|C00001|C00011|C00014|C00002|C00008|C00169|C00022|C00074|C00603|C00048|C00224|C00053|C00059|C00013|C00117|C00020|C00119|C00385|C00003|C00366|C00004|C00080|C00007|C11821|C00027|C00499|C02091|C02350|C00802|C00006|C00005|C01444|C00009|C02348|C12248"
"map01120","map00360","R00228|R00750|R00829|R02252|R02254|R02536|R02537|R02539|R02540|R02601|R02603|R03369|R03709|R04376|R04899|R05487|R06780|R06781|R06782|R06783|R06784|R06785|R06786|R06787|R06788|R06789|R06941|R06942|R09820|R09836|R09837|R09838|R09839","C00084|C00010|C00003|C00024|C00004|C00080|C00022|C03589|C00091|C02232|C05629|C00423|C00007|C00005|C01772|C00006|C00001|C00601|C07086|C00002|C00020|C00013|C00582|C02505|C00014|C00596|C00042|C04479|C01198|C04044|C05852|C11457|C12621|C11588|C12622|C12623|C12624|C00122|C14145|C14144|C19946|C19945|C19975|C20062"
"map01120","map00350","R00713|R00714|R01085|R01364|R01647|R02489|R02514|R02516|R02518|R02519|R02520|R02655|R02656|R02657|R02698|R03181|R03303|R03306|R03868|R04132|R04134|R04379|R04380|R04418|R04419","C00232|C00003|C00001|C00042|C00004|C00080|C00006|C00005|C02514|C00122|C00022|C00164|C01061|C06201|C00628|C00530|C00011|C00642|C00007|C00544|C05585|C01036|C02167|C00027|C01161|C04642|C03077|C01327|C03063|C05600|C04186|C04052"
"map01120","map00710","R00024|R00206|R00214|R00216|R00258|R00341|R00342|R00343|R00345|R00355|R00761|R00762|R01015|R01056|R01061|R01063|R01067|R01068|R01512|R01523|R01529|R01641|R01829|R01845","C01182|C00011|C00001|C00197|C00002|C00022|C00009|C00020|C00074|C00013|C00149|C00003|C00004|C00080|C00006|C00005|C00041|C00026|C00025|C00036|C00008|C00049|C00085|C00227|C00279|C00354|C00118|C00111|C00117|C00199|C00236|C00231|C05382|C00447"
"map01120","map00020","R00014|R00268|R00341|R00342|R00344|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R00727|R01082|R01196|R01197|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618|R10343","C00022|C00068|C05125|C00011|C05379|C00026|C00002|C00036|C00008|C00074|C00149|C00003|C00004|C00080|C00288|C00009|C00158|C00010|C00024|C00001|C15602|C15603|C00042|C00091|C00044|C00035|C05381|C00311|C00081|C00104|C00122|C00138|C00139|C00417|C00006|C00005|C15973|C16255|C16254|C15972|C00033"
"map01120","map00625","R00603|R00604|R00614|R05233|R05234|R05237|R05238|R05284|R05285|R05286|R05287|R05367|R05368|R05371|R05372|R05380|R05444|R05496|R05498|R05499|R05500|R05501|R05502|R05503|R05842|R06973|R09128|R09141|R09142|R09143|R09144|R09145|R09146|R09147|R09148|R09149|R09150|R09152|R09154|R09155|R09156|R09157|R09158","C02271|C00001|C00067|C01327|C00003|C00058|C00004|C00080|C00132|C06611|C06613|C06612|C16348|C06614|C06615|C06752|C06753|C00125|C06754|C00126|C06755|C00160|C06609|C06610|C00222|C00084|C01548|C06547|C00007|C06548|C00138|C00002|C00139|C00008|C00009|C06793|C06789|C06790|C06791|C06792|C01380|C00011|C18233|C18234|C11148|C00237|C11149|C00048|C14866|C18246|C07490|C11150|C18247|C18248|C00030|C00028|C00209"
"map01120","map00643","R01364|R02517|R02519|R02536|R02540|R02963|R03181|R05354|R05358|R05362|R05379|R05404|R05417|R05450|R05487|R05488|R05508|R05509|R05551|R07638|R07854|R07855|R10697","C00164|C00122|C01061|C00001|C05593|C00007|C00005|C00080|C00544|C00006|C01036|C00601|C00003|C07086|C00004|C02505|C00014|C00827|C00894|C07084|C07085|C01998|C00511|C07087|C00596|C01659|C07083|C05852|C01352|C20782|C00016|C00033|C00186|C00024|C16075|C16074"
"map01120","map00620","R00014|R00199|R00200|R00206|R00214|R00216|R00228|R00229|R00230|R00238|R00271|R00315|R00341|R00342|R00343|R00344|R00345|R00431|R00472|R00703|R00704|R00710|R00711|R00726|R00742|R01082|R01196|R01446|R02164|R02320|R02569|R03270|R07618|R09796|R10343","C00022|C00068|C05125|C00011|C00002|C00001|C00020|C00074|C00009|C00008|C00013|C00149|C00003|C00004|C00080|C00006|C00005|C00084|C00010|C00024|C00033|C00227|C00332|C00026|C01251|C00036|C00288|C00044|C00035|C00048|C00186|C00256|C00081|C00104|C00083|C00122|C00138|C00139|C00424|C15602|C00042|C15603|C00201|C00454|C15973|C16255|C15972|C00546|C00091"
"map01120","map00720","R00134|R00199|R00206|R00230|R00235|R00237|R00238|R00267|R00315|R00342|R00344|R00345|R00352|R00354|R00402|R00405|R00406|R00473|R00740|R00742|R00833|R00919|R00934|R00943|R01082|R01196|R01197|R01220|R01322|R01325|R01655|R01859|R01900|R01975|R02164|R02289|R02765|R03026|R03045|R03157|R05076|R07157|R07168|R09279|R09280|R09281|R09282|R09283|R09286|R09289|R10243|R10660|R10758|R10782","C00058|C00006|C00011|C00005|C00080|C00002|C00022|C00001|C00020|C00074|C00009|C00013|C00024|C00010|C00227|C00033|C01011|C00332|C00311|C00026|C00008|C00149|C00003|C00036|C00004|C00288|C00158|C00566|C00042|C00122|C00091|C04348|C00048|C00222|C00083|C01213|C00100|C00894|C06027|C00101|C00234|C00138|C00139|C00143|C00445|C00417|C00683|C01144|C15602|C15603|C00440|C06021|C06020|C00877|C05668|C01013|C06028|C00237|C00989|C11062|C00232|C18323|C03576|C04628|C04832"
"map01120","map00440","R00318|R00661|R00747|R04053|R04152|R04251","C05682|C00001|C00033|C00009|C00074|C02798|C03167|C00084|C00011|C03557|C00022|C00041"
"map01120","map00562","R01015|R01183|R02782|R05378|R05661|R08503|R08603|R09951|R09952|R09953|R09954","C00118|C00111|C00137|C00003|C00691|C00004|C00080|C04287|C00001|C06893|C00222|C06892|C00002|C00008|C16737|C19891|C20251|C06153|C00006|C00005"
"map01120","map00984","R01834|R01836|R01838|R04597|R09819|R09860|R09883|R09884|R09885|R09955|R09956|R09957","C00674|C00028|C00280|C00030|C00535|C00003|C00004|C00080|C00006|C00005|C04793|C00007|C04844|C19944|C01847|C00061|C00001|C20144|C14909|C20199|C20240|C20252|C07635|C01227"
"map01120","map00362","R00008|R00228|R00238|R00350|R00750|R00812|R00813|R00816|R00817|R00821|R00829|R01295|R01296|R01297|R01298|R01299|R01300|R01301|R01422|R01427|R01507|R01508|R01628|R01629|R01630|R01631|R01632|R01976|R02451|R02589|R02601|R02602|R02604|R02762|R02763|R02988|R02989|R02990|R02991|R03026|R03028|R03307|R03470|R03543|R03892|R03966|R04061|R04223|R04277|R04278|R04279|R04478|R04488|R04489|R05078|R05156|R05305|R05311|R05316|R05579|R05581|R05582|R05586|R05592|R05594|R05597|R05600|R05601|R05609|R05610|R05619|R05620|R05621|R05622|R06989|R06990|R07795|R07839|R09252|R10042|R10043","C06033|C00022|C00084|C00010|C00003|C00024|C00004|C00080|C00332|C04115|C00036|C03589|C04091|C00090|C06321|C00011|C00007|C00682|C02480|C00196|C00091|C02232|C00180|C00005|C00156|C00006|C00001|C00230|C00530|C00002|C00020|C00013|C02949|C00512|C00587|C04480|C00030|C00028|C02814|C01163|C04484|C01144|C00138|C06322|C00139|C00009|C00008|C00628|C00596|C03453|C00058|C02501|C00846|C02222|C00042|C03586|C00877|C02411|C01278|C01407|C03676|C03671|C04434|C05375|C06035|C06333|C06336|C00014|C06714|C06715|C01063|C06723|C00527|C06749|C09821|C09812|C09813|C09811|C09809|C09810|C09823|C09822|C14610|C00094|C04324|C04253|C04570|C00146"
"map01120","map00053","R03244|R05850|R07125|R07671|R07677","C01101|C03291|C00231|C14899|C00080|C00011|C04261|C00072|C00615|C16186|C00001"
"map01120","map00051","R00866|R01015|R01070|R02261|R02262|R02263|R02437|R02438|R02568|R03014|R03163|R03232|R03241|R03576|R03688|R03772|R03774|R03942|R04779|R04780|R08926|R09030|R09031|R10689|R10690|R10691","C00002|C00095|C00008|C01094|C00118|C00111|C05378|C03979|C00424|C00022|C01099|C01131|C00507|C00861|C02431|C00577|C01019|C01721|C04261|C00615|C01487|C02962|C01720|C03827|C00001|C02991|C01934|C00003|C00004|C00080|C05345|C00009|C18028|C18096|C20781|C00186"
"map01120","map00760","R01087|R02860|R03202|R03540|R04130|R07170|R07514|R07515|R07946|R07947|R07948|R07949|R08764|R09125|R09126|R09473","C01384|C00122|C16150|C00028|C00001|C01056|C00030|C00007|C01297|C00027|C00014|C01596|C03056|C00004|C00080|C03458|C00003|C03043|C15986|C15987|C16151|C16152|C00011|C01020|C01059|C18232|C00058|C00253|C00923|C00924"
